"Start","End","ticker_symbol","ticker_price","ticker_compname","ticker_min","ticker_max","ticker_fct"
"09.01.2000 1:0:0","29.01.2000 1:0:0","ATON","78.875","ALTEON WEBSYSTEMS INC","69.125","84.25","1.2188065099457503"
"09.01.2000 1:0:0","29.01.2000 1:0:0","AMCC","145.5","APPLIED MICRO CIRCUITS CORP","106.9375","132.25","1.2367036820572765"
"09.01.2000 1:0:0","29.01.2000 1:0:0","ARMHY","189.0","A R M HOLDINGS PLC","153.5","199.25","1.298045602605863"
"09.01.2000 1:0:0","29.01.2000 1:0:0","BFX","0.875","B F X HOSPITALITY GROUP INC","0.625","0.875","1.4"
"09.01.2000 1:0:0","29.01.2000 1:0:0","BMC","5.5","B M C INDUSTRIES INC MN","4.5625","5.625","1.2328767123287672"
"09.01.2000 1:0:0","29.01.2000 1:0:0","CLTK","21.5","CELERITEK INC","16.5","25.9375","1.571969696969697"
"09.01.2000 1:0:0","29.01.2000 1:0:0","CLS","49.625","CELESTICA INC","43.75","53.25","1.217142857142857"
"09.01.2000 1:0:0","29.01.2000 1:0:0","CSYI","1.5","CIRCUIT SYSTEMS INC","1.25","1.625","1.3"
"09.01.2000 1:0:0","29.01.2000 1:0:0","CDTS","15.5","CONDUCTUS INC","7.6875","12.1875","1.5853658536585367"
"09.01.2000 1:0:0","29.01.2000 1:0:0","CREE","82.75","CREE RESEARCH INC","66.6875","83.9375","1.2586691658856608"
"09.01.2000 1:0:0","29.01.2000 1:0:0","DPW","1.875","DIGITAL POWER CORP","1.5625","1.9375","1.24"
"09.01.2000 1:0:0","29.01.2000 1:0:0","ELON","25.4375","ECHELON CORP","17.75","24.875","1.4014084507042253"
"09.01.2000 1:0:0","29.01.2000 1:0:0","EFTC","2.75","EFTC CORP","2.0","2.9375","1.46875"
"09.01.2000 1:0:0","29.01.2000 1:0:0","ETEK","132.375","E TEK DYNAMICS INC","99.0625","133.0","1.3425867507886435"
"09.01.2000 1:0:0","29.01.2000 1:0:0","FDRY","130.25","FOUNDRY NETWORKS INC","260.25","329.0","1.2641690682036504"
"09.01.2000 1:0:0","29.01.2000 1:0:0","HTEK","1.53125","HYTEK MICROSYSTEMS INC","1.625","1.96875","1.2115384615384615"
"09.01.2000 1:0:0","29.01.2000 1:0:0","LINK","44.375","INTERLINK ELECTRONICS","43.5625","56.5","1.296987087517934"
"09.01.2000 1:0:0","29.01.2000 1:0:0","JDSU","200.375","J D S UNIPHASE CORP","149.75","188.0","1.2554257095158599"
"09.01.2000 1:0:0","29.01.2000 1:0:0","KYO","207.5","KYOCERA CORP","181.875","245.5","1.3498281786941582"
"09.01.2000 1:0:0","29.01.2000 1:0:0","MERX","11.75","MERIX CORP","9.9375","11.9375","1.20125786163522"
"09.01.2000 1:0:0","29.01.2000 1:0:0","MTLK","17.3125","METALINK LTD","16.5","19.875","1.2045454545454546"
"09.01.2000 1:0:0","29.01.2000 1:0:0","NOIZ","12.75","MICRONETICS WIRELESS INC","10.875","13.1875","1.2126436781609196"
"09.01.2000 1:0:0","29.01.2000 1:0:0","MTST","8.0","MICROTEST INC","8.25","10.5","1.2727272727272727"
"09.01.2000 1:0:0","29.01.2000 1:0:0","MFCO","2.1875","MICROWAVE FILTER CO INC","1.375","2.0","1.4545454545454546"
"09.01.2000 1:0:0","29.01.2000 1:0:0","MIPS","43.45313","M I P S TECHNOLOGIES INC","42.9375","51.625","1.2023289665211063"
"09.01.2000 1:0:0","29.01.2000 1:0:0","OAKT","11.4375","OAK TECHNOLOGY INC","8.8125","11.3125","1.2836879432624113"
"09.01.2000 1:0:0","29.01.2000 1:0:0","ORBT","2.0","ORBIT INTERNATIONAL CORP","1.4375","1.9375","1.3478260869565217"
"09.01.2000 1:0:0","29.01.2000 1:0:0","PMCS","164.25","P M C SIERRA INC","125.5","158.75","1.2649402390438247"
"09.01.2000 1:0:0","29.01.2000 1:0:0","PWER","36.4375","POWER ONE INC","35.0","42.25","1.207142857142857"
"09.01.2000 1:0:0","29.01.2000 1:0:0","QLGC","166.5","QLOGIC CORP","142.75","185.5","1.299474605954466"
"09.01.2000 1:0:0","29.01.2000 1:0:0","RSYS","40.0","RADISYS CORP","37.875","49.375","1.3036303630363035"
"09.01.2000 1:0:0","29.01.2000 1:0:0","RMBS","84.75","RAMBUS INC","69.0","89.0625","1.2907608695652173"
"09.01.2000 1:0:0","29.01.2000 1:0:0","RDRT","5.73438","READ RITE CORP","5.3125","6.4375","1.2117647058823529"
"09.01.2000 1:0:0","29.01.2000 1:0:0","SDLI","215.8125","S D L INC","172.3125","216.25","1.254987305041712"
"09.01.2000 1:0:0","29.01.2000 1:0:0","SSTI","39.0","SILICON STORAGE TECHNOLOGY INC","29.5625","38.0","1.285412262156448"
"09.01.2000 1:0:0","29.01.2000 1:0:0","SPLI","44.0","SPECTRA PHYSICS LASERS INC","31.375","43.25","1.3784860557768925"
"09.01.2000 1:0:0","29.01.2000 1:0:0","STM","143.625","STMICROELECTRONICS NV","126.3125","155.1875","1.2285997031172686"
"09.01.2000 1:0:0","29.01.2000 1:0:0","TLCM","20.4375","TELCOM SEMICONDUCTOR INC","18.875","25.8125","1.3675496688741722"
"09.01.2000 1:0:0","29.01.2000 1:0:0","TGSI","0.6875","TRANS GLOBAL SERVICES INC","0.5625","0.78125","1.3888888888888888"
"09.01.2000 1:0:0","29.01.2000 1:0:0","TRNS","3.84375","TRANSMATION INC","2.5","3.125","1.25"
"09.01.2000 1:0:0","29.01.2000 1:0:0","UQM","5.75","UNIQUE MOBILITY INC","3.6875","4.9375","1.3389830508474576"
"09.01.2000 1:0:0","29.01.2000 1:0:0","VTSS","49.5625","VITESSE SEMICONDUCTOR CORP","46.0","56.25","1.2228260869565217"
"09.01.2000 1:0:0","29.01.2000 1:0:0","XTEL","1.48438","XETEL CORP","1.375","1.75","1.2727272727272727"
"09.01.2000 1:0:0","29.01.2000 1:0:0","XICO","18.5625","XICOR INC","12.625","19.5","1.5445544554455446"
"09.01.2000 1:0:0","29.01.2000 1:0:0","ZMBA","16.9375","ZAMBA CORP","16.0","20.125","1.2578125"
"09.01.2000 1:0:0","29.01.2000 1:0:0","ZRAN","53.5","ZORAN CORP","45.1875","58.5","1.2946058091286308"
"09.01.2000 1:0:0","29.01.2000 1:0:0","ASEC","3.96875","ASECO CORP","3.03125","4.0","1.3195876288659794"
"09.01.2000 1:0:0","29.01.2000 1:0:0","EFCX","5.375","ELECTRIC FUEL CORP","3.09375","4.5625","1.4747474747474747"
"09.01.2000 1:0:0","29.01.2000 1:0:0","GECM","0.875","GENICOM CORP","0.6875","1.0625","1.5454545454545454"
"09.01.2000 1:0:0","29.01.2000 1:0:0","SATC","14.75","SATCON TECHNOLOGY CORP","8.03125","11.5","1.4319066147859922"
"09.01.2000 1:0:0","29.01.2000 1:0:0","BMTR","1.125","BONDED MOTORS INC","0.625","0.96875","1.55"
"09.01.2000 1:0:0","29.01.2000 1:0:0","DPH","18.125","DELPHI AUTOMOTIVE SYSTEMS CORP","14.625","17.5625","1.2008547008547008"
"09.01.2000 1:0:0","29.01.2000 1:0:0","MCLN","3.125","MCLAREN AUTOMOTIVE GROUP INC","2.3125","3.53125","1.527027027027027"
"09.01.2000 1:0:0","29.01.2000 1:0:0","ABAG","1.8125","SAFETY COMPONENTS INTL INC","1.03125","1.71875","1.6666666666666667"
"09.01.2000 1:0:0","29.01.2000 1:0:0","USAM","1.03125","U S AUTOMOTIVE MANUFACTURING INC","0.8125","1.125","1.3846153846153846"
"09.01.2000 1:0:0","29.01.2000 1:0:0","NYMX","3.0625","NYMOX PHARMACEUTICAL CORP","2.625","3.5","1.3333333333333333"
"09.01.2000 1:0:0","29.01.2000 1:0:0","AFV","2.625","AMERICAN QUANTUM CYCLES INC","1.5","2.0","1.3333333333333333"
"09.01.2000 1:0:0","29.01.2000 1:0:0","EKC","2.8125","EK CHOR CHINA MOTORCYCLE CO LTD","2.3125","2.875","1.2432432432432432"
"09.01.2000 1:0:0","29.01.2000 1:0:0","A","68.9375","AGILENT TECHNOLOGIES INC","59.0","72.0","1.2203389830508475"
"09.01.2000 1:0:0","29.01.2000 1:0:0","APAT","16.125","A P A OPTICS INC","11.625","15.75","1.3548387096774193"
"09.01.2000 1:0:0","29.01.2000 1:0:0","CVSN","13.4375","CHROMAVISION MEDICAL SYSTEMS INC","13.5","17.25","1.2777777777777777"
"09.01.2000 1:0:0","29.01.2000 1:0:0","ETC","19.5","ENVIRONMENTAL TECTONICS CORP","15.0625","19.75","1.3112033195020747"
"09.01.2000 1:0:0","29.01.2000 1:0:0","IIVI","24.0","II VI INC","18.625","23.0","1.2348993288590604"
"09.01.2000 1:0:0","29.01.2000 1:0:0","INVI","2.90625","INTEGRAL VISION INC","2.25","3.1875","1.4166666666666667"
"09.01.2000 1:0:0","29.01.2000 1:0:0","LSR","1.5625","LASER TECHNOLOGY INC","1.3125","1.625","1.2380952380952381"
"09.01.2000 1:0:0","29.01.2000 1:0:0","MKTY","39.125","MECHANICAL TECHNOLOGY INC","19.5","35.5","1.8205128205128205"
"09.01.2000 1:0:0","29.01.2000 1:0:0","MCTI","6.875","MICRO COMPONENT TECH INC","4.8125","6.75","1.4025974025974026"
"09.01.2000 1:0:0","29.01.2000 1:0:0","MIKR","1.1875","MIKRON INSTRUMENT CO INC","1.0","1.375","1.375"
"09.01.2000 1:0:0","29.01.2000 1:0:0","NGEN","27.5","NANOGEN INC","20.4375","25.1875","1.2324159021406729"
"09.01.2000 1:0:0","29.01.2000 1:0:0","OPTX","92.0","NETOPTIX CORP","62.0","87.25","1.407258064516129"
"09.01.2000 1:0:0","29.01.2000 1:0:0","RADIF","2.5","RADA ELECTRONIC INDUSTRIES LTD","1.59375","2.125","1.3333333333333333"
"09.01.2000 1:0:0","29.01.2000 1:0:0","SCII","69.5","SENSAR CORP","45.25","64.875","1.4337016574585635"
"09.01.2000 1:0:0","29.01.2000 1:0:0","STZ","9.4375","SIGNAL TECHNOLOGY CORP","7.0","9.5","1.3571428571428572"
"09.01.2000 1:0:0","29.01.2000 1:0:0","SDIX","5.0","STRATEGIC DIAGNOSTICS INC","4.875","6.875","1.4102564102564104"
"09.01.2000 1:0:0","29.01.2000 1:0:0","TPTH","4.0","TRIPATH IMAGING INC","4.0625","5.0","1.2307692307692308"
"09.01.2000 1:0:0","29.01.2000 1:0:0","VGIN","40.75","VISIBLE GENETICS INC","31.125","39.0","1.2530120481927711"
"09.01.2000 1:0:0","29.01.2000 1:0:0","OCLI","361.0","OPTICAL COATING LAB INC","274.0","342.875","1.251368613138686"
"09.01.2000 1:0:0","29.01.2000 1:0:0","POCI","15.75","PRECISION OPTICS CORP INC","13.25","16.9375","1.278301886792453"
"09.01.2000 1:0:0","29.01.2000 1:0:0","ANSI","11.875","ADVANCED NEUROMODULATION SYS INC","9.9375","12.25","1.2327044025157232"
"09.01.2000 1:0:0","29.01.2000 1:0:0","HRT","1.875","ARRHYTHMIA RESEARCH TECH INC","1.5","1.8125","1.2083333333333333"
"09.01.2000 1:0:0","29.01.2000 1:0:0","CMED","10.375","COLORADO MEDTECH INC","8.6875","10.625","1.223021582733813"
"09.01.2000 1:0:0","29.01.2000 1:0:0","CPTS","2.9375","CONCEPTUS INC","2.90625","4.3125","1.4838709677419355"
"09.01.2000 1:0:0","29.01.2000 1:0:0","CYBX","19.1875","CYBERONICS INC","15.0625","19.1875","1.2738589211618256"
"09.01.2000 1:0:0","29.01.2000 1:0:0","ENMC","2.9375","ENCORE MEDICAL CORP","2.32813","2.9375","1.2617422566609253"
"09.01.2000 1:0:0","29.01.2000 1:0:0","ENDO","12.0","ENDOCARE INC","9.0","12.3125","1.3680555555555556"
"09.01.2000 1:0:0","29.01.2000 1:0:0","EVMD","2.875","EVEREST MEDICAL CORP","2.0","2.6875","1.34375"
"09.01.2000 1:0:0","29.01.2000 1:0:0","GISH","3.25","GISH BIOMEDICAL INC","2.75","3.5","1.2727272727272727"
"09.01.2000 1:0:0","29.01.2000 1:0:0","GDT","54.0625","GUIDANT CORP","44.75","56.0625","1.2527932960893855"
"09.01.2000 1:0:0","29.01.2000 1:0:0","HPRT","6.3125","HEARTPORT INC","4.875","5.875","1.205128205128205"
"09.01.2000 1:0:0","29.01.2000 1:0:0","HDII","2.75","HYPERTENSION DIAGNOSTICS INC","2.5625","3.125","1.2195121951219512"
"09.01.2000 1:0:0","29.01.2000 1:0:0","IMAT","3.0625","IMATRON INC","2.46875","3.0625","1.240506329113924"
"09.01.2000 1:0:0","29.01.2000 1:0:0","KERA","9.75","KERAVISION INC","6.03125","8.6875","1.4404145077720207"
"09.01.2000 1:0:0","29.01.2000 1:0:0","MDER","2.0","MED EMERG INTERNATIONAL INC","1.5625","2.0","1.28"
"09.01.2000 1:0:0","29.01.2000 1:0:0","MDT","41.9375","MEDTRONIC INC","34.5","42.25","1.2246376811594204"
"09.01.2000 1:0:0","29.01.2000 1:0:0","MS","1.25","MILESTONE SCIENTIFIC INC","0.875","1.125","1.2857142857142858"
"09.01.2000 1:0:0","29.01.2000 1:0:0","MOYC","1.125","MOYCO TECHNOLOGIES INC","1.0","1.375","1.375"
"09.01.2000 1:0:0","29.01.2000 1:0:0","NEWP","48.5","NEWPORT CORP","42.9375","55.0","1.2809315866084425"
"09.01.2000 1:0:0","29.01.2000 1:0:0","NMTI","3.375","N M T MEDICAL INC","2.875","3.8125","1.326086956521739"
"09.01.2000 1:0:0","29.01.2000 1:0:0","OPT","3.5","OPTICARE HEALTH SYSTEMS INC","3.0","3.625","1.2083333333333333"
"09.01.2000 1:0:0","29.01.2000 1:0:0","PMTI","2.625","PALOMAR MEDICAL TECHNOLOGIES INC","1.4375","2.0625","1.434782608695652"
"09.01.2000 1:0:0","29.01.2000 1:0:0","SMTS","2.9375","SOMANETICS CORP","1.625","2.3125","1.4230769230769231"
"09.01.2000 1:0:0","29.01.2000 1:0:0","SPRX","18.0","SPECTRX INC","11.875","17.25","1.4526315789473685"
"09.01.2000 1:0:0","29.01.2000 1:0:0","BEAM","13.625","SUMMIT TECHNOLOGY INC","11.625","14.0","1.2043010752688172"
"09.01.2000 1:0:0","29.01.2000 1:0:0","ULGX","5.6875","UROLOGIX INC","4.0","5.25","1.3125"
"09.01.2000 1:0:0","29.01.2000 1:0:0","VIDA","2.875","VIDAMED INC","2.0","2.875","1.4375"
"09.01.2000 1:0:0","29.01.2000 1:0:0","VMTI","1.28125","VISTA MEDICAL TECHNOLOGIES INC","0.73438","0.9375","1.2765870530243197"
"09.01.2000 1:0:0","29.01.2000 1:0:0","WHRT","11.1875","WORLD HEART CORP","9.125","11.5","1.2602739726027397"
"09.01.2000 1:0:0","29.01.2000 1:0:0","BTN","6.0","BALLANTYNE OMAHA INC","5.0625","6.125","1.2098765432098766"
"09.01.2000 1:0:0","29.01.2000 1:0:0","CHY","3.0625","CHYRON CORP","1.6875","2.75","1.6296296296296295"
"09.01.2000 1:0:0","29.01.2000 1:0:0","LENS","26.875","CONCORD CAMERA CORP","21.6875","26.125","1.2046109510086456"
"09.01.2000 1:0:0","29.01.2000 1:0:0","JBM","3.125","JAN BELL MARKETING INC","2.6875","3.3125","1.2325581395348837"
"09.01.2000 1:0:0","29.01.2000 1:0:0","AMM","7.5625","ADVANTAGE MARKETING SYSTEMS INC","5.625","7.25","1.288888888888889"
"09.01.2000 1:0:0","29.01.2000 1:0:0","JAKK","24.375","JAKKS PACIFIC INC","18.3125","24.625","1.3447098976109215"
"09.01.2000 1:0:0","29.01.2000 1:0:0","RAWL","7.0","RAWLINGS SPORTING GOODS INC","6.0","7.5625","1.2604166666666667"
"09.01.2000 1:0:0","29.01.2000 1:0:0","TDRP","1.75","TEARDROP GOLF COMPANY","1.3125","1.78125","1.3571428571428572"
"09.01.2000 1:0:0","29.01.2000 1:0:0","YRKG","4.625","YORK GROUP INC","4.25","5.125","1.2058823529411764"
"09.01.2000 1:0:0","29.01.2000 1:0:0","CMTI","1.375","COMMUNITY MEDICAL TRANSPORT INC","1.28125","1.59375","1.2439024390243902"
"09.01.2000 1:0:0","29.01.2000 1:0:0","TRUC","3.3125","PROFESSIONAL TRANS GROUP LTD","1.625","3.625","2.230769230769231"
"09.01.2000 1:0:0","29.01.2000 1:0:0","STNV","7.125","STATIA TERMINALS GROUP N V","5.625","7.75","1.3777777777777778"
"09.01.2000 1:0:0","29.01.2000 1:0:0","BTBT","0.5","B T SHIPPING LTD","0.5","0.875","1.75"
"09.01.2000 1:0:0","29.01.2000 1:0:0","USHP","10.1875","UNITED SHIPPING & TECHNOLOGY INC","7.25","8.9375","1.2327586206896552"
"09.01.2000 1:0:0","29.01.2000 1:0:0","WLDA","0.9375","WORLD AIRWAYS INC NEW","0.8125","1.0","1.2307692307692308"
"09.01.2000 1:0:0","29.01.2000 1:0:0","AVGP","-1.3125","AVIATION GROUP INC TEX","1.25","1.625","1.3"
"09.01.2000 1:0:0","29.01.2000 1:0:0","PTVL","38.125","PREVIEW TRAVEL INC","39.375","50.5","1.2825396825396826"
"09.01.2000 1:0:0","29.01.2000 1:0:0","IFLY","2.875","800 TRAVEL SYSTEMS INC","2.375","3.0","1.263157894736842"
"09.01.2000 1:0:0","29.01.2000 1:0:0","LMG","57.625","A T & T CORP","49.0625","66.5","1.3554140127388534"
"09.01.2000 1:0:0","29.01.2000 1:0:0","BTY","198.8125","BRITISH TELECOMMUNICATIONS PLC","198.125","241.0625","1.2167192429022082"
"09.01.2000 1:0:0","29.01.2000 1:0:0","CNEBF","3.75","CALL NET ENTERPRISES INC","3.0625","3.9375","1.2857142857142858"
"09.01.2000 1:0:0","29.01.2000 1:0:0","CHL","122.875","CHINA TELECOM HONG KONG","109.625","139.0","1.2679589509692133"
"09.01.2000 1:0:0","29.01.2000 1:0:0","CTEL","16.375","CITY TELECOM H K LTD","14.5","20.5","1.4137931034482758"
"09.01.2000 1:0:0","29.01.2000 1:0:0","ESPI","7.125","E SPIRE COMMUNICATIONS INC","6.5","7.96875","1.2259615384615385"
"09.01.2000 1:0:0","29.01.2000 1:0:0","FCLX","33.25","FIRSTCOM CORP","29.375","36.0","1.225531914893617"
"09.01.2000 1:0:0","29.01.2000 1:0:0","GSTRF","36.4375","GLOBALSTAR TELECOM LTD","35.5625","47.75","1.342706502636204"
"09.01.2000 1:0:0","29.01.2000 1:0:0","GLDN","22.0","GOLDEN TELECOM INC","19.625","24.0625","1.2261146496815287"
"09.01.2000 1:0:0","29.01.2000 1:0:0","HWYM","3.125","HIGHWAYMASTER COMMUNICATIONS INC","2.5","3.0625","1.225"
"09.01.2000 1:0:0","29.01.2000 1:0:0","HTC","10.25","HUNGARIAN TELEPHONE & CABLE CORP","7.125","9.9375","1.394736842105263"
"09.01.2000 1:0:0","29.01.2000 1:0:0","ICL","1.875","INTELLICALL INC","1.0625","1.75","1.6470588235294117"
"09.01.2000 1:0:0","29.01.2000 1:0:0","ITXC","49.75","I T X C CORP","36.9375","47.5","1.2859560067681894"
"09.01.2000 1:0:0","29.01.2000 1:0:0","JAZZ","50.375","JAZZTEL PLC","50.0","66.25","1.325"
"09.01.2000 1:0:0","29.01.2000 1:0:0","KTC","63.5","KOREA TELECOM CORP","59.875","74.5","1.244258872651357"
"09.01.2000 1:0:0","29.01.2000 1:0:0","LWIN","68.5625","LEAP WIRELESS INTL INC","62.875","77.5","1.2326043737574552"
"09.01.2000 1:0:0","29.01.2000 1:0:0","KPN","91.375","ROYAL PTT NEDERLAND NV","83.0","101.0625","1.2176204819277108"
"09.01.2000 1:0:0","29.01.2000 1:0:0","SNRA","60.25","SONERA CORP","55.25","71.5","1.2941176470588236"
"09.01.2000 1:0:0","29.01.2000 1:0:0","STGC","22.5","STARTEC GLOBAL COM CORP","21.375","27.0","1.263157894736842"
"09.01.2000 1:0:0","29.01.2000 1:0:0","STHLY","30.875","STET HELLAS TELECOM S A","27.0","33.0","1.2222222222222223"
"09.01.2000 1:0:0","29.01.2000 1:0:0","TDS","115.875","TELEPHONE & DATA SYSTEMS INC","100.625","122.25","1.2149068322981367"
"09.01.2000 1:0:0","29.01.2000 1:0:0","TIWI","33.625","TELESYSTEM INTL WIRELESS INC","31.625","41.0","1.2964426877470356"
"09.01.2000 1:0:0","29.01.2000 1:0:0","TLL","1.0","TELETOUCH COMMUNICATIONS INC","0.75","1.0","1.3333333333333333"
"09.01.2000 1:0:0","29.01.2000 1:0:0","TSCP","14.75","TELSCAPE INTERNATIONAL INC","12.0","14.75","1.2291666666666667"
"09.01.2000 1:0:0","29.01.2000 1:0:0","TTEL","27.0","TRITEL INC","26.25","32.0","1.2190476190476192"
"09.01.2000 1:0:0","29.01.2000 1:0:0","USM","98.0","UNITED STATES CELLULAR CORP","81.25","100.375","1.2353846153846153"
"09.01.2000 1:0:0","29.01.2000 1:0:0","USOL","7.5","U S O L HOLDINGS INC","6.125","7.625","1.2448979591836735"
"09.01.2000 1:0:0","29.01.2000 1:0:0","VDC","1.875","V D C COMMUNICATIONS INC","1.625","2.0","1.2307692307692308"
"09.01.2000 1:0:0","29.01.2000 1:0:0","VRSA","35.125","VERSATEL TELECOM INTL NV","30.0","36.25","1.2083333333333333"
"09.01.2000 1:0:0","29.01.2000 1:0:0","WLNK","19.125","WEBLINK WIRELESS INC","15.0","18.0625","1.2041666666666666"
"09.01.2000 1:0:0","29.01.2000 1:0:0","CNDS","1.875","CELLNET DATA SYSTEMS INC","1.375","1.65625","1.2045454545454546"
"09.01.2000 1:0:0","29.01.2000 1:0:0","CTCH","41.125","COMMTOUCH SOFTWARE LTD","39.125","48.6875","1.244408945686901"
"09.01.2000 1:0:0","29.01.2000 1:0:0","MAIL","16.5","MAIL COM INC","15.4375","18.875","1.222672064777328"
"09.01.2000 1:0:0","29.01.2000 1:0:0","YFM","7.0","BIG CITY RADIO INC","5.0","7.375","1.475"
"09.01.2000 1:0:0","29.01.2000 1:0:0","ETM","57.1875","ENTERCOM COMMUNICATIONS CORP","53.125","64.3125","1.2105882352941177"
"09.01.2000 1:0:0","29.01.2000 1:0:0","GTLL","16.0625","GLOBAL TECHNOLOGIES LTD","8.25","11.9375","1.446969696969697"
"09.01.2000 1:0:0","29.01.2000 1:0:0","SALM","20.9375","SALEM COMMUNICATIONS CORP","19.125","23.25","1.2156862745098038"
"09.01.2000 1:0:0","29.01.2000 1:0:0","ECIN","7.875","E M C E E BROADCAST PRODS INC","5.6875","8.25","1.4505494505494505"
"09.01.2000 1:0:0","29.01.2000 1:0:0","NETN","2.125","NETWORKS NORTH INC","1.625","2.125","1.3076923076923077"
"09.01.2000 1:0:0","29.01.2000 1:0:0","PLA","21.875","PLAYBOY ENTERPRISES INC","19.4375","24.125","1.2411575562700965"
"09.01.2000 1:0:0","29.01.2000 1:0:0","TIVO","71.5","TIVO INC","31.5","50.375","1.5992063492063493"
"09.01.2000 1:0:0","29.01.2000 1:0:0","UPCOY","116.625","UNITED PAN EUROPE COMMS N V","105.25","126.875","1.2054631828978621"
"09.01.2000 1:0:0","29.01.2000 1:0:0","WGAT","43.6875","WORLDGATE COMMUNICATIONS INC","37.0","45.0","1.2162162162162162"
"09.01.2000 1:0:0","29.01.2000 1:0:0","GILTF","110.875","GILAT SATELLITE NETWORKS LTD","103.5","126.25","1.2198067632850242"
"09.01.2000 1:0:0","29.01.2000 1:0:0","INTA","7.9375","INTASYS CORP","5.875","7.71875","1.3138297872340425"
"09.01.2000 1:0:0","29.01.2000 1:0:0","LDIG","64.0","LIBERTY DIGITAL INC","51.0625","70.125","1.3733170134638923"
"09.01.2000 1:0:0","29.01.2000 1:0:0","SITE","15.875","SPECTRASITE HOLDINGS INC","11.0625","13.9375","1.2598870056497176"
"09.01.2000 1:0:0","29.01.2000 1:0:0","TNTX","5.75","T NETIX INC","4.5","5.5","1.2222222222222223"
"09.01.2000 1:0:0","29.01.2000 1:0:0","DYN","30.25","DYNEGY INC","23.875","29.625","1.2408376963350785"
"09.01.2000 1:0:0","29.01.2000 1:0:0","CIV","17.375","CONECTIV INC","16.25","30.0","1.8461538461538463"
"09.01.2000 1:0:0","29.01.2000 1:0:0","YORK","4.875","YORK RESEARCH CORP","3.9375","4.75","1.2063492063492063"
"09.01.2000 1:0:0","29.01.2000 1:0:0","SK","7.0","SAFETY KLEEN CORP NEW","7.0","10.8125","1.5446428571428572"
"09.01.2000 1:0:0","29.01.2000 1:0:0","CPRT","35.625","COPART INC","31.5","39.0","1.2380952380952381"
"09.01.2000 1:0:0","29.01.2000 1:0:0","CAO","14.6875","C S K AUTO CORP","14.3125","17.1875","1.2008733624454149"
"09.01.2000 1:0:0","29.01.2000 1:0:0","RAVE","2.3125","RANKIN AUTOMOTIVE GROUP","2.0","2.4375","1.21875"
"09.01.2000 1:0:0","29.01.2000 1:0:0","TUI","3.3125","TRANSPORTATION COMPONENTS INC","2.6875","3.4375","1.2790697674418605"
"09.01.2000 1:0:0","29.01.2000 1:0:0","ALLS","2.6875","ALLSTAR SYSTEMS INC","1.375","2.4375","1.7727272727272727"
"09.01.2000 1:0:0","29.01.2000 1:0:0","ALPH","5.875","ALPHANET SOLUTIONS INC","5.53125","6.875","1.2429378531073447"
"09.01.2000 1:0:0","29.01.2000 1:0:0","ENPT","37.0","EN POINTE TECHNOLOGIES INC","29.25","39.4375","1.3482905982905984"
"09.01.2000 1:0:0","29.01.2000 1:0:0","EPMD","4.4375","E P MEDSYSTEMS INC","4.0","4.875","1.21875"
"09.01.2000 1:0:0","29.01.2000 1:0:0","EMCC","9.375","EUROPEAN MICRO HOLDINGS INC","5.0","8.25","1.65"
"09.01.2000 1:0:0","29.01.2000 1:0:0","HENL","2.375","HENLEY HEALTHCARE INC","1.65625","2.4375","1.471698113207547"
"09.01.2000 1:0:0","29.01.2000 1:0:0","GTSI","5.0625","GOVERNMENT TECHNOLOGY SVCS INC","2.75","3.375","1.2272727272727273"
"09.01.2000 1:0:0","29.01.2000 1:0:0","HMSK","14.6875","HOMESEEKERS COM INC","12.1875","15.0","1.2307692307692308"
"09.01.2000 1:0:0","29.01.2000 1:0:0","ICO","5.5","INACOM CORP","6.0","9.5","1.5833333333333333"
"09.01.2000 1:0:0","29.01.2000 1:0:0","ISIG","4.0","INSIGNIA SYSTEMS INC","3.375","4.125","1.2222222222222223"
"09.01.2000 1:0:0","29.01.2000 1:0:0","SQST","65.0","SCIQUEST COM INC","57.1875","71.0","1.2415300546448087"
"09.01.2000 1:0:0","29.01.2000 1:0:0","SEMI","5.125","ALL AMERICAN SEMICONDUCTOR INC","3.1875","4.8125","1.5098039215686274"
"09.01.2000 1:0:0","29.01.2000 1:0:0","GNSS","16.9375","GENESYS MICROCHIP INC","15.25","22.1875","1.4549180327868851"
"09.01.2000 1:0:0","29.01.2000 1:0:0","GTGO","1.875","GETGO MAIL COM INC","1.09375","2.0","1.8285714285714285"
"09.01.2000 1:0:0","29.01.2000 1:0:0","PCSS","2.4375","P C SERVICE SOURCE INC","2.125","2.625","1.2352941176470589"
"09.01.2000 1:0:0","29.01.2000 1:0:0","SRSL","8.375","S R S LABS INC","5.875","8.125","1.3829787234042554"
"09.01.2000 1:0:0","29.01.2000 1:0:0","SRGE","5.0","SURGE COMPONENTS INC N Y","3.625","5.0625","1.396551724137931"
"09.01.2000 1:0:0","29.01.2000 1:0:0","ULTK","9.875","ULTRAK INC","7.75","9.875","1.2741935483870968"
"09.01.2000 1:0:0","29.01.2000 1:0:0","JIT","3.625","PENTACON INC","2.875","3.75","1.3043478260869565"
"09.01.2000 1:0:0","29.01.2000 1:0:0","BLSC","8.0","BIO LOGIC SYS CORP","6.375","7.875","1.2352941176470589"
"09.01.2000 1:0:0","29.01.2000 1:0:0","DXPE","2.5","D X P ENTERPRISES INC","2.125","2.65625","1.25"
